Aircraft_ICAO24,Callsign,Origin_Country,Time_Position,Longitude,Latitude,Barometric_Altitude,Velocity,Heading,Vertical_Rate,Geometric_Altitude,Squawk_Code
a73dfe,JBU1288,United States,1723570180,-78.65,28.93,10668.0,235.4,10.45,0.0,11376.66,3574.61
80155b,AAY3653,India,1723570140,77.25,26.93,8420.1,245.07,2.29,-11.7,8976.36,3574.61
a38991,AAY3653,United States,1723570180,-89.4,37.13,11277.6,251.15,150.28,0.0,11963.4,3574.61
ad7701,JBU1700,United States,1723570180,-118.36,33.65,3398.52,179.5,109.94,8.45,3558.54,3574.61
48c239,RYR102T,Poland,1723570180,19.38,46.56,11574.78,229.08,2.06,-2.93,12131.04,4556.0
48c236,RYR659M,Poland,1723570180,15.11,51.41,5974.08,184.2,102.91,-8.45,6301.74,4610.0
48c237,RYR8SL,Poland,1723570180,15.1,50.01,6027.42,200.64,109.78,12.68,6339.84,3370.0
a1d3d1,N217DC,United States,1723570180,-79.25,42.15,7315.2,141.64,264.37,0.0,7566.66,2002.0
48c234,RYR1216,Poland,1723570180,17.22,50.91,9265.92,196.95,343.46,-5.2,9715.5,1000.0
48c235,RYR7221,Poland,1723570170,9.07,39.38,4091.94,178.3,14.2,13.98,4267.2,3574.61
48c232,RYR7ZE,Poland,1723570180,-3.07,53.63,11582.4,215.2,278.25,0.0,11910.06,1107.0
a7e42d,N6074J,United States,1723570180,-119.83,47.24,7620.0,130.56,186.79,-0.33,7833.36,3574.61
48c230,RYR757P,Poland,1723570180,17.16,50.83,10972.8,218.21,285.87,0.0,11475.72,6110.0
48c231,RYR1VQ,Poland,1723570180,13.78,44.57,11308.08,224.45,236.78,-6.18,11910.06,1000.0
a24366,N245JM,United States,1723570180,-86.63,41.39,1935.48,74.36,107.31,4.55,2034.54,3574.61
a313bf,ENY3759,United States,1723570180,-86.24,35.11,7673.34,233.28,155.92,4.88,8191.5,3574.61
407180,EXS21L,United Kingdom,1723570180,14.36,44.65,11277.6,244.87,122.82,0.0,11864.34,5243.0
ab97e6,UAL1549,United States,1723570180,-93.13,35.41,10058.4,263.09,97.53,0.0,10736.58,3574.61
407181,EXS77LH,United Kingdom,1723570180,0.43,48.91,11887.2,212.28,163.67,0.0,12344.4,517.0
406a95,EZY79MA,United Kingdom,1723570180,1.79,49.32,11277.6,215.06,139.95,0.0,11742.42,2207.0
406a92,EZY2578,United Kingdom,1723570180,14.21,46.24,10972.8,225.6,328.52,0.33,11544.3,5611.0
7100ba,SVA236,Saudi Arabia,1723570180,28.42,29.86,11277.6,243.37,134.4,0.0,12108.18,3306.0
ab84ab,DAL979,United States,1723570180,-90.38,42.42,11887.2,284.51,86.48,0.0,12428.22,3574.61
406a93,EZY52GQ,United Kingdom,1723570180,27.19,36.48,4922.52,200.33,304.22,7.15,5242.56,3003.0
a36339,N3170Q,United States,1723570040,-122.82,38.97,1188.72,55.73,156.04,-2.6,1196.34,3574.61
4b194c,SWR36A,Switzerland,1723570180,-0.21,51.47,861.06,79.23,269.63,-4.23,914.4,3067.0
4b194d,SWR7LH,Switzerland,1723570180,12.73,51.97,3223.26,186.21,40.07,-4.88,3436.62,1000.0
a984b1,NKS3001,United States,1723570180,-79.03,29.62,10965.18,234.19,189.48,-0.33,11673.84,3574.61
407179,EXS5WE,United Kingdom,1723570180,20.13,45.07,11277.6,246.37,136.61,-0.33,11849.1,6003.0
48c229,RYR7HB,Poland,1723569980,2.07,41.29,76.2,75.96,65.17,-3.58,152.4,1742.0
4caa9b,ITY650,Ireland,1723570180,-79.5,43.71,2392.68,135.01,194.57,0.33,2491.74,2574.0
406a91,EZY23UB,United Kingdom,1723569940,-0.13,51.16,243.84,66.51,257.04,-3.25,297.18,5540.0
80152e,IGO6469,India,1723569910,88.44,22.64,6225.54,0.06,337.5,-0.18,6547.51,3214.0
48c228,RYR2691,Poland,1723570180,10.79,50.97,11582.4,219.41,310.15,0.0,12123.42,6613.0
a48307,ABX480,United States,1723570180,-110.28,34.87,10668.0,250.78,85.53,0.33,11277.6,3574.61
a0acdd,UAL599,United States,1723570180,-105.19,39.7,5036.82,174.48,246.91,11.05,5318.76,3574.61
48c223,RYR44NM,Poland,1723570180,15.46,41.48,11582.4,224.55,279.89,0.0,12230.1,2277.0
48c224,RYR7WM,Poland,1723570180,-5.65,53.6,2522.22,133.59,222.97,-5.2,2583.18,7672.0
48c221,RYR6WA,Poland,1723570180,20.89,51.98,4069.08,179.56,343.69,-12.68,4282.44,622.0
48c222,RYR1664,Poland,1723570180,12.98,55.76,11277.6,236.49,78.84,0.0,11719.56,1411.0
aca71d,N914SF,United States,1723570180,-117.93,34.38,3108.96,30.97,302.11,-0.33,3246.12,3574.61
a3764b,FFT3293,United States,1723570180,-84.44,33.64,6225.54,0.0,267.19,-0.18,6547.51,6752.0
a96aa5,N7058V,United States,1723569980,-80.56,27.15,304.8,46.99,174.98,-2.28,320.04,3574.61
ab375e,N8213L,United States,1723570150,-82.37,28.0,152.4,41.24,139.55,-4.55,205.74,3574.61
4404a4,EJU63XH,Austria,1723570180,7.04,48.0,11285.22,228.0,120.21,-0.33,11826.24,1000.0
80152f,IGO6354,India,1723570180,78.18,14.07,9448.8,182.22,152.78,-0.33,10027.92,3574.61
a2431f,N245FR,United States,1723570180,-120.48,35.08,2026.92,52.02,351.47,0.0,2080.26,3574.61
abe7c5,SWA4345,United States,1723570180,-90.63,34.62,11277.6,235.82,52.98,0.0,12001.5,7222.0
a997f5,N717VM,United States,1723570160,-83.25,34.11,2400.3,91.95,340.04,-0.33,2545.08,3574.61
a851be,EJA635,United States,1723570180,-84.39,39.21,11887.2,289.17,112.05,0.0,12428.22,1313.0
a997f1,N717VH,United States,1723570180,-106.36,41.1,8534.4,143.74,309.04,0.0,9022.08,3574.61
ad14a3,AAL2046,United States,1723570180,-121.86,37.3,411.48,81.3,318.85,-4.55,411.48,2263.0
801548,AKJ1424,India,1723570180,78.21,14.08,7620.0,172.84,129.57,-0.33,8046.72,3574.61
a1235b,UAL2140,United States,1723570180,-96.46,29.58,7002.78,208.39,99.09,0.0,7467.6,3574.61
a326d1,ASA324,United States,1723570180,-90.89,42.92,9304.02,276.36,115.47,-5.2,9745.98,3574.61
a446b6,DAL376,United States,1723570180,-77.41,39.06,10980.42,221.47,229.43,0.33,11361.42,3454.0
a36f60,N320LX,United States,1723570170,-80.57,26.29,4831.08,195.19,310.62,10.73,5143.5,3574.61
a1d3b8,N217CC,United States,1723570180,-112.23,33.78,1432.56,64.09,275.53,0.0,1470.66,3574.61
ab243f,N817KA,United States,1723570180,-83.49,40.24,13106.4,282.93,96.89,0.33,13624.56,6722.0
498b33,OKBYS,Czech Republic,1723570180,16.74,48.99,373.38,1.46,135.0,-0.98,403.86,3574.61
a1d3b4,MXY754,United States,1723570180,-111.13,33.74,10972.8,230.01,246.82,0.0,11628.12,7063.0
a97de4,AAL1319,United States,1723570180,-79.86,25.11,5608.32,207.62,147.14,9.75,5951.22,3574.61
a0acf9,UAL1625,United States,1723570180,-108.57,38.25,11277.6,244.56,63.65,-0.33,11917.68,3574.61
406a75,GKTOW,United Kingdom,1723570170,-0.88,51.94,335.28,36.25,276.52,-5.2,358.14,7000.0
c05650,CGGRV,Canada,1723570180,-74.04,45.98,2575.56,73.77,261.98,0.0,2644.14,3574.61
a05e02,UAL2315,United States,1723570180,-120.87,37.64,6873.24,182.03,261.55,-10.73,7216.14,2365.0
505ebb,OMM504,Slovakia,1723570110,19.03,50.24,259.08,1.63,18.43,0.0,312.42,3574.61
407d0d,GCMCZ,United Kingdom,1723570180,-0.94,51.34,510.54,56.74,85.84,-2.93,510.54,430.0
a9e92e,FFT1559,United States,1723569890,-86.17,41.05,731.52,48.05,105.52,1.95,762.0,3574.61
a816ca,FFT1559,United States,1723570180,-93.75,43.06,10355.58,199.79,262.45,0.0,10919.46,3574.61
ab6b45,DAL811,United States,1723570180,-109.04,32.56,10058.4,247.3,103.72,0.0,10683.24,3574.61
acf50b,ASH6079,United States,1723570180,-96.22,28.29,9692.64,227.22,220.87,4.55,10340.34,3574.61
abd536,SWA663,United States,1723569880,-115.15,36.08,6225.54,8.23,351.56,-0.18,6547.51,3574.61
c0563e,CGGRD,Canada,1723570060,-75.65,45.31,129.54,51.75,307.33,-4.23,160.02,3574.61
ac9213,N909RA,United States,1723570180,-77.41,43.03,739.14,62.49,337.23,-0.33,762.0,3574.61
c03c44,WJA610,Canada,1723570180,-88.97,48.2,11277.6,235.22,100.2,0.0,11582.4,3574.61
a816bf,FDX435,United States,1723569930,-90.5,34.65,2270.76,144.98,72.66,-4.55,3017.52,3207.0
a5ec55,N481AE,United States,1723570100,-81.34,31.91,335.28,61.79,237.24,0.65,327.66,3574.61
a96c0b,N706NG,United States,1723570180,-100.2,26.56,4975.86,142.44,212.31,-7.48,5318.76,3574.61
a540c2,N4379R,United States,1723570050,-86.56,33.08,853.44,45.97,95.14,0.33,929.64,3574.61
a028aa,N1091M,United States,1723570180,-111.65,33.61,1341.12,40.52,81.97,-0.98,1394.46,3574.61
a9d605,UAL1970,United States,1723570010,-101.08,40.5,9448.8,238.19,66.31,0.33,10027.92,3574.61
ac086b,SWA4207,United States,1723570180,-94.84,39.3,769.62,90.45,95.55,-4.23,815.34,2747.0
a2e0d4,N285CV,United States,1723570170,-74.97,39.94,213.36,60.27,103.32,0.33,198.12,1200.0
3c66ba,OCN1GK,Germany,1723570180,0.79,47.65,10972.8,246.35,37.87,0.0,11437.62,2277.0
a3ac7a,DAL2104,United States,1723570180,-96.11,29.75,8168.64,241.13,277.23,-11.7,8732.52,6534.0
a2e0d1,N285CS,United States,1723570180,-104.95,39.61,2103.12,66.01,94.02,-0.98,2164.08,3574.61
ab8560,WUP841,United States,1723570180,-86.04,32.32,7315.2,138.91,352.98,0.0,7787.64,3574.61
4d2006,EWG70PT,Malta,1723570180,7.02,47.01,11887.2,216.38,219.4,0.0,12458.7,2564.0
a0781e,N12940,United States,1723570180,-81.49,40.73,1341.12,55.05,270.54,0.0,1409.7,4604.0
a7f6b9,FFT3565,United States,1723570180,-86.31,42.47,8526.78,232.91,273.29,0.0,8884.92,4133.0
a4e67f,N4148U,United States,1723570180,-112.16,33.92,883.92,42.8,283.2,1.3,906.78,3574.61
a72c32,N561SA,United States,1723570180,-88.35,41.97,731.52,53.39,295.08,0.33,777.24,3574.61
aac892,N794TH,United States,1723570180,-78.69,38.3,9288.78,215.94,237.75,5.53,9669.78,3312.0
4d2003,WMT1010,Malta,1723570180,-3.57,40.49,6225.54,5.92,270.0,-0.18,6547.51,4020.0
a6d6be,CITT98,United States,1723570180,-80.04,36.16,3649.98,145.55,223.57,8.13,3825.24,3574.61
3d2634,DEMSI,Germany,1723570180,12.19,51.59,2286.0,59.32,46.76,0.0,2430.78,4404.0
a66cf7,DAL276,United States,1723570180,-90.06,45.25,11887.2,297.49,117.05,0.0,12306.3,3574.61
acee23,LFA685,United States,1723570180,-81.5,28.75,419.1,76.62,108.8,-1.95,419.1,3574.61
3c66e3,OCN3BL,Germany,1723570180,23.43,38.35,10629.9,245.93,327.91,3.25,11300.46,2064.0
a4c031,LYC538,United States,1723570180,-116.8,44.38,6697.98,146.84,311.73,0.0,6918.96,3574.61
a923a7,UAL2371,United States,1723570150,-115.13,36.07,632.46,74.08,270.0,0.65,617.22,3574.61
a48f8c,N393SP,United States,1723570180,-82.23,27.35,708.66,50.22,119.45,-1.95,762.0,1200.0
a73323,N563MA,United States,1723570180,-82.83,28.18,1028.7,42.58,28.11,1.95,1097.28,3574.61
407d00,WUK6FC,United Kingdom,1723570180,2.6,51.01,11209.02,222.25,107.51,3.58,11681.46,4707.0
47a218,NOZ31F,Norway,1723570180,7.61,57.42,12192.0,217.32,214.29,-0.33,12603.48,6246.0
a73329,N563MG,United States,1723570180,-82.41,38.82,6096.0,125.63,232.99,0.0,6362.7,3574.61
a793b1,ASA356,United States,1723570180,-121.52,38.25,6423.66,222.64,49.69,9.43,6697.98,3574.61
a79ff3,N5901S,United States,1723570100,-96.09,33.97,2255.52,73.06,150.0,0.0,2392.68,3574.61
a8b639,WMU66,United States,1723570120,-85.57,42.22,457.2,56.23,175.8,0.0,510.54,3574.61
abbb24,AAL2813,United States,1723570180,-106.06,31.98,10972.8,229.84,262.54,0.0,11666.22,3574.61
a96c1d,N706P,United States,1723570180,-122.32,47.56,655.32,79.75,180.74,-3.9,678.18,3574.61
451e8e,CFG6TD,Bulgaria,1723570180,-6.99,35.23,10363.2,221.17,41.7,0.0,11003.28,3574.61
a62696,N496CB,United States,1723570180,-103.2,40.36,12496.8,229.15,116.1,0.65,13159.74,3574.61
4692c7,AEE691,Greece,1723570180,7.2,43.65,6225.54,7.72,163.12,-0.18,6547.51,3574.61
ac3bcd,N888CP,United States,1723569910,-78.37,34.24,3223.26,154.0,122.31,-11.38,3329.94,3574.61
a11061,JDI12PC,United States,1723570160,-53.98,38.68,6225.54,66.97,245.01,-0.65,6547.51,3574.61
48d514,JDI12PC,Poland,1723570180,22.21,53.14,7924.8,149.56,207.45,0.0,8252.46,3702.0
a1c0d1,N2119E,United States,1723570180,-72.82,40.73,883.92,47.29,255.51,0.0,891.54,3574.61
abd559,SWA278,United States,1723570180,-122.21,37.71,6225.54,0.0,306.56,-0.18,6547.51,3574.61
a0fc8a,N16278,United States,1723570180,-87.11,35.35,2042.16,71.61,65.83,-0.98,2125.98,3574.61
3c66e8,DLH99E,Germany,1723570180,0.08,40.3,7170.42,205.45,333.69,14.96,7559.04,3574.61
3c66e7,DLH66N,Germany,1723570180,16.41,48.12,10972.8,220.99,312.64,0.0,11521.44,1750.0
a60c73,DLH9CT,United States,1723570160,-53.98,38.68,6225.54,53.31,292.11,0.33,6547.51,3574.61
3c66e6,DLH9CT,Germany,1723570070,13.5,52.37,6225.54,1.03,354.38,-0.18,6547.51,3574.61
a540e2,AMX036,United States,1723570180,-96.95,26.43,10660.38,265.8,37.85,-0.33,11323.32,3574.61
a24370,JSX202,United States,1723570180,-104.23,34.26,10972.8,226.11,283.15,0.0,11643.36,3574.61
a540e3,AAL960,United States,1723570180,-119.15,38.46,10081.26,274.62,80.84,4.55,10568.94,3574.61
a2a686,ASA329,United States,1723570180,-114.2,47.32,10363.2,224.23,278.58,0.33,10690.86,3574.61
aaa244,UAL1913,United States,1723570180,-96.27,30.1,5951.22,227.68,279.89,8.45,6332.22,3574.61
ac8b45,N907XL,United States,1723570180,-152.08,59.92,1021.08,33.97,305.13,1.3,1082.04,3574.61
a2e0b2,N285BL,United States,1723570180,-81.82,28.07,411.48,52.43,254.05,0.65,426.72,3574.61
ac9e77,DAL2167,United States,1723570180,-120.52,45.52,7680.96,213.53,271.1,-10.73,7917.18,3574.61
a8c938,N6650V,United States,1723570180,-91.23,41.27,457.2,68.47,177.85,-0.98,480.06,3574.61
ac55f3,UAL718,United States,1723570180,-119.22,37.61,10957.56,200.15,275.9,-0.33,11490.96,3574.61
0c2063,CMP862,Panama,1723570180,-81.19,28.63,1135.38,113.43,333.9,-4.23,1219.2,3574.61
ac8b43,EDV5422,United States,1723570180,-73.99,40.65,967.74,99.09,37.41,-2.93,982.98,6773.0
801581,IGO258H,India,1723570180,76.57,28.8,3048.0,131.69,280.12,0.0,3147.06,3574.61
4692d8,AEE491,Greece,1723570180,4.34,48.37,10668.0,227.53,114.02,0.33,11155.68,2376.0
a4c03c,405LP,United States,1723570180,-74.02,40.69,579.12,37.78,96.25,-0.33,594.36,152.0
a793c9,N588BR,United States,1723570180,-82.31,28.0,335.28,41.29,300.72,-0.33,373.38,3574.61
c03003,ACA547,Canada,1723570180,-120.93,48.38,10431.78,248.22,272.61,-14.63,10774.68,3574.61
4692d6,AEE3SW,Greece,1723570180,24.11,38.35,3855.72,199.54,354.38,9.75,4107.18,6730.0
4692d4,AEE287,Greece,1723570180,22.47,37.78,7284.72,218.35,130.03,-10.73,7764.78,7017.0
4692d3,AEE464,Greece,1723570180,21.0,39.93,9029.7,247.86,323.44,-10.73,9585.96,2043.0
aa77f9,ABX814,United States,1723570170,-122.56,45.57,106.68,69.55,299.22,-3.58,160.02,3574.61
4692d2,AEE544,Greece,1723570180,30.51,35.74,10668.0,250.06,107.73,0.0,11399.52,7421.0
c03001,ACA941,Canada,1723570180,-80.25,26.29,10363.2,242.08,342.18,-0.33,11049.0,3574.61
4692d1,AEE5LM,Greece,1723570180,5.32,43.43,1127.76,109.27,78.32,7.48,1211.58,5663.0
a446eb,FFT2148,United States,1723570010,-97.03,32.94,274.32,67.91,180.43,-4.55,289.56,3574.61
a5ec61,ASA1306,United States,1723570180,-120.72,38.44,10668.0,234.45,176.73,0.0,11155.68,3574.61
a96c08,NDU706,United States,1723570180,-111.69,33.37,762.0,49.52,317.53,0.0,754.38,3574.61
801597,VTI161,India,1723570180,78.73,27.62,8008.62,216.43,113.09,5.53,8549.64,3574.61
4692ce,AEE8DT,Greece,1723570180,13.76,51.7,4320.54,183.84,324.8,-9.75,4594.86,1000.0
463e8c,OHXRW,Finland,1723570180,24.76,60.59,266.7,59.18,335.89,1.3,342.9,3574.61
abe892,SWA1855,United States,1723570180,-102.15,39.03,9448.8,241.59,117.38,0.0,10027.92,3574.61
4692cb,AEE513,Greece,1723570180,23.32,42.4,10690.86,236.42,146.45,-4.88,11308.08,7637.0
acee50,AAL2232,United States,1723570180,-102.23,45.15,10972.8,205.22,280.69,0.0,11513.82,3574.61
ac42bf,SWA1648,United States,1723570180,-92.28,42.32,10972.8,196.54,287.68,0.65,11536.68,3574.61
aa64ac,N769TM,United States,1723570180,-87.03,39.91,13106.4,191.9,269.23,0.98,13693.14,352.0
a6cffc,AAL2003,United States,1723570180,-103.5,34.47,10370.82,242.62,282.74,-0.33,11018.52,3574.61
a446f1,LXJ375,United States,1723570120,-79.97,37.32,6225.54,0.0,210.94,-0.18,6547.51,3574.61
47ae38,NBT50P,Norway,1723570180,-72.75,40.63,6057.9,228.89,71.52,8.13,6294.12,3326.0
801594,AIC847,India,1723570150,75.85,26.3,10081.26,236.83,225.79,0.33,10843.26,3574.61
a1d3ea,N217EC,United States,1723570180,-121.34,46.58,8435.34,209.86,128.33,11.38,8702.04,3574.61
c03007,CFSEW,Canada,1723570180,-96.87,50.2,4221.48,107.05,17.91,11.05,4358.64,3574.61
a73348,JIA5449,United States,1723570180,-85.73,38.13,266.7,75.74,346.25,-4.23,281.94,7064.0
3c66ea,DLH76E,Germany,1723570180,4.08,48.98,10835.64,239.73,63.76,-5.2,11353.8,1000.0
4692d9,AEE5SA,Greece,1723570180,23.24,37.37,3947.16,182.31,11.72,-12.68,4236.72,3574.61
a74679,AAL1285,United States,1723570180,-97.03,32.85,769.62,94.11,159.19,6.18,815.34,3574.61
4d2035,KMM538,Malta,1723570180,15.32,48.04,9738.36,229.14,7.09,0.33,10256.52,6564.0
0d03f3,SLI294,Mexico,1723570180,-91.39,30.47,11277.6,220.36,78.01,0.0,12016.74,3574.61
385dfd,FJHHO,France,1723570180,6.52,43.26,1783.08,73.28,285.89,-0.33,1874.52,3574.61
a4df56,ASA412,United States,1723570180,-118.51,47.44,10668.0,239.07,94.94,0.33,10980.42,3574.61
a86605,JBU1141,United States,1723570180,-80.19,32.62,10965.18,229.77,214.97,0.0,11658.6,3565.0
4d202b,AEZ2133,Malta,1723570180,12.68,39.92,8237.22,224.84,152.03,0.33,6547.51,5127.0
acf54f,JBU115,United States,1723570180,-104.55,41.26,10972.8,219.83,252.71,-0.33,11597.64,3343.0
a73f35,SWA349,United States,1723569910,-118.37,34.2,213.36,65.35,91.35,-2.6,198.12,1776.0
a66ca5,ASA5,United States,1723570180,-111.43,34.79,10363.2,222.58,263.63,0.0,10965.18,3574.61
407d56,GPFTA,United Kingdom,1723570180,-0.63,52.14,899.16,39.31,222.88,0.98,922.02,3574.61
440582,EJU43TU,Austria,1723570180,4.61,42.25,9753.6,227.44,43.44,0.33,10203.18,5514.0
a61f40,LFA470,United States,1723570180,-81.18,28.7,579.12,61.54,66.86,1.95,624.84,3574.61
adb2a4,DAL2848,United States,1723570180,-93.59,32.46,9144.0,230.21,267.31,0.0,9791.7,7134.0
aa5dc5,RPA3549,United States,1723570180,-75.97,40.27,7970.52,206.19,238.57,5.53,8252.46,2727.0
a579fc,N452EP,United States,1723570180,-122.62,47.33,510.54,49.39,337.98,-3.25,525.78,3574.61
aaa267,UAL1916,United States,1723570130,-86.93,20.63,9448.8,236.31,147.17,0.33,10088.88,3574.61
a04b24,AAL1954,United States,1723570170,-117.2,32.73,6225.54,0.0,165.94,-0.18,6547.51,5732.0
4848e1,PHCYP,Kingdom of the Netherlands,1723570180,12.23,53.65,6705.6,136.57,263.95,0.0,7048.5,1000.0
a92fa3,NKS3053,United States,1723570180,-86.35,32.86,8839.2,252.55,74.04,0.0,9433.56,2571.0
aca5e5,DAL462,United States,1723570180,-115.68,34.17,9144.0,216.39,257.09,-0.33,9685.02,3574.61
abbb70,N855RP,United States,1723569970,-79.92,38.56,1645.92,43.33,119.91,0.33,1737.36,3574.61
a5c9f7,EJA472,United States,1723570180,-84.32,43.76,12192.0,204.47,316.02,0.0,12557.76,5604.0
a3c665,N342T,United States,1723570040,-104.72,38.82,6225.54,4.63,87.19,-0.18,6547.51,3574.61
a0c850,N15EX,United States,1723570020,-73.04,41.63,266.7,29.56,328.52,-3.25,266.7,3574.61
a0ae33,DAL856,United States,1723570180,-85.25,37.31,10972.8,213.13,248.33,0.0,11590.02,2775.0
3c79c5,JAF49C,Germany,1723570180,20.8,38.81,7490.46,246.81,352.82,3.9,7947.66,3574.61
407d44,WUK5304,United Kingdom,1723570180,14.67,44.01,10363.2,230.42,317.08,0.0,10919.46,3722.0
aaa26a,SWA867,United States,1723570180,-118.42,34.55,2423.16,134.45,249.62,0.65,2522.22,3574.61
a4df4f,N413AK,United States,1723570180,-103.35,44.04,2887.98,82.19,34.29,-0.33,3002.28,3574.61
a32814,EDV5536,United States,1723570180,-94.36,41.4,8839.2,236.14,10.04,-0.65,9342.12,3574.61
a48392,N390JA,United States,1723570110,-83.4,42.67,312.42,32.16,262.65,-2.93,342.9,3574.61
8850af,THA674,Thailand,1723570180,101.02,14.71,8046.72,235.4,18.08,4.88,8602.98,3574.61
4d2013,EWG4YR,Malta,1723570180,2.97,39.66,1158.24,111.25,211.19,-4.55,1264.92,6734.0
a3b345,N3378E,United States,1723570120,-119.17,36.0,1066.8,53.62,130.72,0.33,1074.42,3574.61
a4df5a,AWI6028,United States,1723570180,-87.86,43.17,1051.56,102.49,186.34,-5.2,1127.76,1740.0
3c66a3,DLH52F,Germany,1723570180,9.18,49.15,5052.06,218.13,8.82,-7.48,5379.72,5327.0
3c66a2,DLH2450,Germany,1723570180,9.1,54.55,10972.8,229.61,333.09,0.0,11437.62,6452.0
451e90,MBU6686,Bulgaria,1723570180,10.57,52.86,6789.42,217.39,164.91,7.8,7124.7,7610.0
a32807,EJA302,United States,1723570180,-75.68,43.41,9204.96,232.53,90.38,-5.53,9471.66,3477.0
406a02,BAW986G,United Kingdom,1723570180,10.0,52.75,9395.46,249.84,82.07,-7.48,9875.52,2027.0
a07844,N12953,United States,1723570180,-76.43,38.89,883.92,53.56,106.17,0.33,899.16,5343.0
3c66a6,DLH9AV,Germany,1723570180,12.03,48.36,1295.4,120.61,263.63,-6.5,1402.08,1000.0
406a05,BAW293,United Kingdom,1723570180,-3.35,52.32,8488.68,254.42,302.95,2.93,8770.62,6331.0
c019eb,TVS2888,Canada,1723570180,14.33,50.13,967.74,90.91,64.89,5.85,1043.94,3574.61
a148b9,EDV5086,United States,1723570180,-73.76,40.64,15.24,71.29,300.82,-3.25,0.0,7412.0
a709ff,N55256,United States,1723570180,-90.41,39.05,975.36,43.97,331.34,2.6,1051.56,3574.61
a74644,N568ST,United States,1723570140,-119.18,34.2,99.06,57.16,267.42,-1.95,68.58,3574.61
3c66ad,DLH7A,Germany,1723570180,8.4,50.01,533.4,83.16,70.11,-4.55,579.12,1000.0
a72c10,EJA561,United States,1723570180,-119.66,34.53,11643.36,195.8,323.01,3.9,12306.3,3574.61
402dc0,GBPPF,United Kingdom,1723570180,-2.13,51.52,922.02,42.71,99.01,3.58,929.64,5077.0
a35062,N312XX,United States,1723570180,-122.19,38.19,1036.32,68.44,88.71,4.55,1051.56,3574.61
a4df88,N413CS,United States,1723570180,-122.77,41.97,3611.88,72.15,347.65,0.0,3703.32,3574.61
ae2238,C2302,United States,1723570180,-70.47,41.61,579.12,82.04,123.49,6.5,571.5,3574.61
c006b1,WJA1272,Canada,1723570180,-100.48,45.74,10668.0,257.75,129.25,0.33,11178.54,3574.61
440589,EJU76QP,Austria,1723570180,-9.33,38.36,2438.4,130.56,96.79,-0.65,2636.52,7667.0
a12eb8,N1754V,United States,1723570180,-85.2,35.02,457.2,48.53,201.12,0.98,480.06,3574.61
c03c04,WJA312,Canada,1723570180,-118.24,51.3,12024.36,210.75,26.06,-5.85,12374.88,3574.61
a63996,N50WL,United States,1723570170,-87.17,35.98,1173.48,74.09,90.8,-0.33,1234.44,3574.61
adbeed,NKS290,United States,1723570110,-117.17,32.73,68.58,67.56,286.36,-4.55,76.2,2505.0
06a108,QTR91M,Qatar,1723570180,21.12,38.09,11887.2,259.4,127.51,0.0,12588.24,7571.0
3c66b5,OCN443,Germany,1723570180,7.56,42.01,10980.42,267.94,36.25,0.0,11574.78,5525.0
440593,GAC264V,Austria,1723570180,-0.11,46.69,10058.4,168.39,107.6,0.0,10485.12,1771.0
aca5ff,SKW4800,United States,1723570180,-97.5,35.71,7025.64,207.51,194.79,3.58,7475.22,3574.61
a949a4,NKS2163,United States,1723570180,-71.88,20.94,9448.8,241.91,126.09,0.0,10058.4,3574.61
3c66b3,OCN8V,Germany,1723570180,21.64,41.81,10972.8,234.34,316.42,0.0,11605.26,6626.0
ac926b,WUP909,United States,1723570150,-94.84,30.09,4549.14,188.74,252.55,-10.4,4853.94,7363.0
ae222f,OCN51Y,United States,1723570180,-75.92,38.07,4533.9,184.88,16.82,0.0,4701.54,162.0
3c66b9,OCN51Y,Germany,1723570180,9.42,49.64,3657.6,186.91,294.73,-9.75,3916.68,1000.0
4d200c,WZZ871,Malta,1723570180,8.99,51.86,3909.06,200.78,258.17,-13.0,4876.8,3261.0
3c66b8,OCN1KA,Germany,1723570170,20.39,42.89,11582.4,231.08,320.78,0.0,12230.1,5502.0
06a102,QTR100,Qatar,1723570180,33.14,31.36,12496.8,246.86,153.65,0.0,13373.1,1617.0
4d200e,WMT3YY,Malta,1723570180,22.05,46.3,9761.22,212.71,300.84,0.0,10279.38,5157.0
a54cf6,OXF3373,United States,1723570180,-112.6,32.95,1706.88,56.16,86.85,0.0,1752.6,3574.61
a5aff2,AAL1968,United States,1723570180,-101.46,39.7,10043.16,251.63,69.79,0.65,10660.38,3574.61
4d2023,EWG4258,Malta,1723570180,17.6,44.81,11887.2,249.4,161.23,0.0,12512.04,4445.0
a54cf9,OXF1010,United States,1723569950,-111.38,32.97,746.76,50.28,103.61,-0.98,777.24,3574.61
4b9068,PGT3307,Turkey,1723570180,28.18,40.84,6103.62,211.87,258.8,7.15,6530.34,5111.0
a0c823,N15DB,United States,1723569950,-117.84,33.72,297.18,73.87,207.81,-3.58,304.8,3574.61
4b9067,PGT3UD,Turkey,1723570180,20.1,43.59,10668.0,249.38,106.42,0.0,11262.36,407.0
0c2095,CMP416,Panama,1723570040,-75.12,5.12,8892.54,249.41,295.93,5.2,9486.9,3574.61
4b9065,PGT6GB,Turkey,1723570180,22.15,45.57,10660.38,242.08,140.86,0.0,11216.64,5226.0
885112,THA656,Thailand,1723570010,103.26,14.27,12496.8,228.99,68.1,0.0,13296.9,3574.61
a96c96,DAL680,United States,1723570180,-89.77,41.32,8542.02,214.02,270.55,0.0,8961.12,3026.0
